city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,year,month_num,month,year_month,capacity_utilization_pct,aqi_category
Delhi,2205-12-06,236,35.4,34.7,22.8,41.6,27.0,35,5,Suburban,203,2205,12,Dec,2205-12,2.46,Very Unhealthy
Delhi,2205-12-07,306,33.1,59.8,27.3,45.1,12.9,78,7,Urban,657,2205,12,Dec,2205-12,1.07,Hazardous
Delhi,2205-12-08,459,51.5,49.9,25.7,43.9,31.8,38,10,Urban,66,2205,12,Dec,2205-12,15.15,Hazardous
Delhi,2205-12-09,421,36.5,33.8,35.2,76.3,-3.4,53,9,Urban,1261,2205,12,Dec,2205-12,0.71,Hazardous
Delhi,2205-12-10,70,52.9,68.6,11.7,16.1,5.0,79,5,Suburban,1035,2205,12,Dec,2205-12,0.48,Moderate
Delhi,2205-12-11,60,35.4,34.6,28.3,36.3,17.4,79,6,Urban,353,2205,12,Dec,2205-12,1.7,Moderate
Delhi,2205-12-12,43,40.3,45.8,46.7,37.0,18.6,22,6,Suburban,821,2205,12,Dec,2205-12,0.73,Good
Mexico City,2205-12-13,281,44.7,55.3,34.3,61.4,37.4,20,12,Urban,365,2205,12,Dec,2205-12,3.29,Very Unhealthy
Delhi,2205-12-14,468,38.1,38.2,42.1,26.6,22.4,47,8,Urban,662,2205,12,Dec,2205-12,1.21,Hazardous
Beijing,2205-12-15,21,41.2,72.1,17.0,43.8,27.5,41,9,Urban,942,2205,12,Dec,2205-12,0.96,Good
London,2205-12-16,87,38.3,66.2,48.2,43.0,31.3,87,17,Urban,407,2205,12,Dec,2205-12,4.18,Moderate
Delhi,2205-12-17,274,24.3,66.4,26.2,31.6,0.9,85,14,Urban,1141,2205,12,Dec,2205-12,1.23,Very Unhealthy
Delhi,2205-12-18,388,61.8,100.0,28.6,35.4,13.7,70,9,Urban,1301,2205,12,Dec,2205-12,0.69,Hazardous
Mexico City,2205-12-19,39,46.3,32.9,35.8,32.0,31.2,52,10,Suburban,821,2205,12,Dec,2205-12,1.22,Good
Delhi,2205-12-20,217,29.0,107.3,36.9,26.8,1.6,83,7,Urban,1543,2205,12,Dec,2205-12,0.45,Very Unhealthy
Beijing,2205-12-21,170,44.2,25.9,35.0,40.8,12.8,79,8,Urban,1491,2205,12,Dec,2205-12,0.54,Unhealthy
Mexico City,2205-12-22,121,32.4,32.6,40.4,17.8,19.7,85,3,Rural,789,2205,12,Dec,2205-12,0.38,Unhealthy for Sensitive Groups
Tokyo,2205-12-23,141,13.5,40.5,6.0,42.7,12.3,21,4,Rural,938,2205,12,Dec,2205-12,0.43,Unhealthy for Sensitive Groups
Cairo,2205-12-24,114,27.2,31.6,29.9,51.2,17.4,61,9,Suburban,124,2205,12,Dec,2205-12,7.26,Unhealthy for Sensitive Groups
Delhi,2205-12-25,99,26.6,41.0,45.5,65.6,-0.2,45,14,Urban,436,2205,12,Dec,2205-12,3.21,Moderate
London,2205-12-26,445,31.5,60.2,31.0,30.7,10.6,44,13,Urban,933,2205,12,Dec,2205-12,1.39,Hazardous
Delhi,2205-12-27,1,5.9,54.0,27.2,40.9,31.5,38,7,Urban,629,2205,12,Dec,2205-12,1.11,Good
Beijing,2205-12-28,284,31.8,34.8,30.0,59.9,-2.3,67,11,Suburban,1839,2205,12,Dec,2205-12,0.6,Very Unhealthy
Beijing,2205-12-29,418,12.9,62.9,31.2,48.1,16.6,50,5,Suburban,1065,2205,12,Dec,2205-12,0.47,Hazardous
Delhi,2205-12-30,385,29.1,49.9,28.4,46.3,31.2,67,7,Urban,1368,2205,12,Dec,2205-12,0.51,Hazardous
Beijing,2205-12-31,332,46.5,23.5,40.3,26.9,-3.2,85,5,Rural,1548,2205,12,Dec,2205-12,0.32,Hazardous
Los Angeles,2206-01-01,272,59.7,62.0,21.0,73.9,30.5,60,8,Suburban,875,2206,1,Jan,2206-01,0.91,Very Unhealthy
Delhi,2206-01-02,182,32.1,23.3,39.5,40.7,17.8,93,11,Urban,775,2206,1,Jan,2206-01,1.42,Unhealthy
Mexico City,2206-01-03,41,32.1,39.8,31.5,56.0,22.7,67,6,Urban,1555,2206,1,Jan,2206-01,0.39,Good
Cairo,2206-01-04,384,39.0,48.5,28.0,61.7,-1.2,24,8,Urban,1301,2206,1,Jan,2206-01,0.61,Hazardous
Delhi,2206-01-05,172,66.8,12.1,25.8,42.5,6.6,53,7,Urban,1230,2206,1,Jan,2206-01,0.57,Unhealthy
Delhi,2206-01-06,403,54.1,40.5,28.0,55.6,3.9,94,11,Urban,1847,2206,1,Jan,2206-01,0.6,Hazardous
Delhi,2206-01-07,268,15.3,35.3,37.5,44.8,-0.8,63,11,Urban,1557,2206,1,Jan,2206-01,0.71,Very Unhealthy
Delhi,2206-01-08,407,27.1,56.1,37.5,45.3,-2.9,54,6,Urban,954,2206,1,Jan,2206-01,0.63,Hazardous
Delhi,2206-01-09,250,38.7,45.9,39.3,58.4,-2.6,43,5,Urban,572,2206,1,Jan,2206-01,0.87,Very Unhealthy
Beijing,2206-01-10,166,34.0,67.7,21.9,14.1,-4.0,94,7,Urban,625,2206,1,Jan,2206-01,1.12,Unhealthy
Mexico City,2206-01-11,392,8.3,60.3,17.8,42.4,38.4,37,3,Urban,1398,2206,1,Jan,2206-01,0.21,Hazardous
Los Angeles,2206-01-12,458,47.6,54.6,32.2,48.1,16.7,59,12,Urban,353,2206,1,Jan,2206-01,3.4,Hazardous
Delhi,2206-01-13,371,44.5,52.9,22.7,27.7,26.8,67,9,Urban,1849,2206,1,Jan,2206-01,0.49,Hazardous
Mexico City,2206-01-14,191,42.6,33.3,28.3,44.5,0.3,85,5,Rural,1830,2206,1,Jan,2206-01,0.27,Unhealthy
Los Angeles,2206-01-15,324,36.1,47.3,26.0,35.7,32.8,31,4,Urban,936,2206,1,Jan,2206-01,0.43,Hazardous
Mexico City,2206-01-16,483,3.5,57.5,26.3,61.8,-3.4,37,10,Urban,1560,2206,1,Jan,2206-01,0.64,Hazardous
Beijing,2206-01-17,455,10.8,60.9,34.7,39.3,7.1,89,8,Urban,1147,2206,1,Jan,2206-01,0.7,Hazardous
Beijing,2206-01-18,49,16.6,22.3,28.2,38.4,12.5,64,3,Urban,1123,2206,1,Jan,2206-01,0.27,Good
Los Angeles,2206-01-19,489,33.8,58.7,31.0,49.0,4.6,52,2,Suburban,243,2206,1,Jan,2206-01,0.82,Hazardous
Delhi,2206-01-20,275,12.4,42.8,2.3,31.9,15.3,35,5,Suburban,1644,2206,1,Jan,2206-01,0.3,Very Unhealthy
Delhi,2206-01-21,25,40.5,50.8,18.6,39.3,10.0,83,9,Urban,310,2206,1,Jan,2206-01,2.9,Good
Delhi,2206-01-22,154,29.0,47.3,34.0,45.2,25.1,82,6,Urban,255,2206,1,Jan,2206-01,2.35,Unhealthy
Beijing,2206-01-23,472,35.5,52.3,15.4,24.7,8.4,62,6,Urban,1111,2206,1,Jan,2206-01,0.54,Hazardous
Mexico City,2206-01-24,473,54.7,55.8,20.0,50.4,7.6,92,10,Urban,703,2206,1,Jan,2206-01,1.42,Hazardous
Beijing,2206-01-25,182,16.8,52.9,17.3,66.0,30.1,86,5,Suburban,1685,2206,1,Jan,2206-01,0.3,Unhealthy
Delhi,2206-01-26,343,37.7,32.4,26.1,49.0,10.2,89,13,Suburban,1954,2206,1,Jan,2206-01,0.67,Hazardous
São Paulo,2206-01-27,385,57.6,46.2,16.4,40.6,-0.6,36,1,Suburban,204,2206,1,Jan,2206-01,0.49,Hazardous
Beijing,2206-01-28,0,30.4,63.2,30.9,41.2,25.6,48,7,Urban,1947,2206,1,Jan,2206-01,0.36,Good
Delhi,2206-01-29,329,13.8,43.8,10.6,44.3,36.1,32,7,Rural,1153,2206,1,Jan,2206-01,0.61,Hazardous
Mexico City,2206-01-30,69,31.6,49.8,46.5,59.8,4.8,51,7,Suburban,481,2206,1,Jan,2206-01,1.46,Moderate
Delhi,2206-01-31,177,49.3,70.4,40.9,55.1,-4.8,68,7,Urban,936,2206,1,Jan,2206-01,0.75,Unhealthy
Tokyo,2206-02-01,340,25.8,66.2,35.2,48.0,36.2,36,6,Suburban,1364,2206,2,Feb,2206-02,0.44,Hazardous
Mexico City,2206-02-02,417,45.4,77.2,21.3,40.7,19.2,35,12,Urban,198,2206,2,Feb,2206-02,6.06,Hazardous
Beijing,2206-02-03,457,8.0,46.6,30.0,51.9,9.2,63,1,Rural,1399,2206,2,Feb,2206-02,0.07,Hazardous
Beijing,2206-02-04,43,14.9,84.4,19.1,37.5,6.1,47,0,Rural,1326,2206,2,Feb,2206-02,0.0,Good
Delhi,2206-02-05,221,39.6,44.1,31.2,28.2,36.9,59,10,Urban,263,2206,2,Feb,2206-02,3.8,Very Unhealthy
Beijing,2206-02-06,115,30.8,39.5,16.8,36.5,23.7,91,2,Urban,1923,2206,2,Feb,2206-02,0.1,Unhealthy for Sensitive Groups
Beijing,2206-02-07,404,53.3,53.5,38.0,40.0,38.5,38,7,Suburban,348,2206,2,Feb,2206-02,2.01,Hazardous
Delhi,2206-02-08,391,50.5,56.7,27.7,52.2,17.3,64,14,Urban,329,2206,2,Feb,2206-02,4.26,Hazardous
Mexico City,2206-02-09,101,14.2,24.2,25.4,36.0,14.6,52,9,Urban,380,2206,2,Feb,2206-02,2.37,Unhealthy for Sensitive Groups
Beijing,2206-02-10,258,23.7,69.9,60.2,51.7,10.5,63,8,Suburban,123,2206,2,Feb,2206-02,6.5,Very Unhealthy
Delhi,2206-02-11,327,51.1,53.3,21.1,33.1,32.6,31,9,Suburban,572,2206,2,Feb,2206-02,1.57,Hazardous
Delhi,2206-02-12,50,21.4,36.6,12.4,36.1,21.0,81,3,Suburban,906,2206,2,Feb,2206-02,0.33,Good
Delhi,2206-02-13,211,27.8,41.8,15.6,49.6,17.2,25,6,Urban,1558,2206,2,Feb,2206-02,0.39,Very Unhealthy
Tokyo,2206-02-14,320,19.6,70.2,41.4,41.5,25.6,21,3,Urban,223,2206,2,Feb,2206-02,1.35,Hazardous
Beijing,2206-02-15,313,15.9,53.3,14.2,19.6,30.7,90,5,Urban,596,2206,2,Feb,2206-02,0.84,Hazardous
Cairo,2206-02-16,203,26.8,46.6,34.7,51.4,11.8,88,13,Suburban,436,2206,2,Feb,2206-02,2.98,Very Unhealthy
Mexico City,2206-02-17,411,31.2,51.0,29.0,51.0,24.7,63,7,Urban,1485,2206,2,Feb,2206-02,0.47,Hazardous
Delhi,2206-02-18,33,47.2,34.3,20.4,37.1,4.6,32,3,Suburban,1173,2206,2,Feb,2206-02,0.26,Good
Delhi,2206-02-19,205,43.3,53.2,32.0,55.1,39.6,83,6,Urban,1186,2206,2,Feb,2206-02,0.51,Very Unhealthy
Beijing,2206-02-20,24,31.3,64.5,32.3,33.4,16.6,58,9,Urban,220,2206,2,Feb,2206-02,4.09,Good
Delhi,2206-02-21,265,53.2,51.9,27.5,37.7,5.3,56,9,Suburban,1195,2206,2,Feb,2206-02,0.75,Very Unhealthy
Mexico City,2206-02-22,53,39.2,45.7,18.1,43.8,13.0,34,6,Urban,1683,2206,2,Feb,2206-02,0.36,Moderate
London,2206-02-23,134,23.8,43.3,20.0,58.8,6.3,64,10,Urban,557,2206,2,Feb,2206-02,1.8,Unhealthy for Sensitive Groups
Beijing,2206-02-24,173,25.9,1.1,16.4,42.3,35.6,79,6,Rural,445,2206,2,Feb,2206-02,1.35,Unhealthy
London,2206-02-25,150,20.9,41.1,32.2,29.6,39.0,84,9,Rural,1622,2206,2,Feb,2206-02,0.55,Unhealthy for Sensitive Groups
Tokyo,2206-02-26,293,13.1,52.3,24.6,53.2,14.2,73,2,Urban,817,2206,2,Feb,2206-02,0.24,Very Unhealthy
Delhi,2206-02-27,4,44.8,29.5,27.1,27.3,29.6,43,8,Urban,554,2206,2,Feb,2206-02,1.44,Good
Beijing,2206-02-28,347,4.5,58.1,43.7,43.7,23.6,44,7,Urban,1714,2206,2,Feb,2206-02,0.41,Hazardous
Beijing,2206-03-01,476,61.6,64.6,28.4,45.2,10.9,68,11,Suburban,1526,2206,3,Mar,2206-03,0.72,Hazardous
Delhi,2206-03-02,328,47.7,85.3,41.6,12.1,4.1,41,5,Urban,160,2206,3,Mar,2206-03,3.12,Hazardous
Delhi,2206-03-03,30,55.8,30.6,37.0,26.6,35.0,49,13,Suburban,984,2206,3,Mar,2206-03,1.32,Good
Delhi,2206-03-04,54,4.0,48.4,32.9,36.0,19.0,35,6,Suburban,710,2206,3,Mar,2206-03,0.85,Moderate
Los Angeles,2206-03-05,130,33.6,32.6,25.4,29.9,12.9,58,12,Suburban,1156,2206,3,Mar,2206-03,1.04,Unhealthy for Sensitive Groups
Tokyo,2206-03-06,399,39.5,62.5,44.0,43.4,35.9,81,9,Urban,1895,2206,3,Mar,2206-03,0.47,Hazardous
Delhi,2206-03-07,177,42.2,67.1,19.7,37.6,11.9,52,8,Suburban,831,2206,3,Mar,2206-03,0.96,Unhealthy
Delhi,2206-03-08,399,23.3,22.6,28.2,22.2,37.9,47,13,Suburban,1025,2206,3,Mar,2206-03,1.27,Hazardous
Los Angeles,2206-03-09,409,40.0,8.0,44.3,28.8,39.6,45,15,Urban,1475,2206,3,Mar,2206-03,1.02,Hazardous
Los Angeles,2206-03-10,166,22.7,62.2,16.2,42.5,27.3,72,7,Suburban,1419,2206,3,Mar,2206-03,0.49,Unhealthy
Delhi,2206-03-11,379,28.8,81.5,55.5,52.3,15.7,88,11,Suburban,807,2206,3,Mar,2206-03,1.36,Hazardous
London,2206-03-12,381,43.1,12.7,14.3,40.2,2.3,26,11,Rural,1509,2206,3,Mar,2206-03,0.73,Hazardous
Los Angeles,2206-03-13,351,33.2,55.0,51.2,65.4,1.9,33,6,Suburban,329,2206,3,Mar,2206-03,1.82,Hazardous
Delhi,2206-03-14,98,45.5,19.6,20.9,40.6,22.5,88,3,Urban,1853,2206,3,Mar,2206-03,0.16,Moderate
Beijing,2206-03-15,355,12.4,66.7,28.8,55.8,16.2,34,1,Urban,939,2206,3,Mar,2206-03,0.11,Hazardous
Delhi,2206-03-16,77,34.4,42.0,62.4,38.8,5.1,25,9,Suburban,1465,2206,3,Mar,2206-03,0.61,Moderate
Delhi,2206-03-17,109,28.6,63.1,18.0,50.3,-2.6,29,1,Suburban,788,2206,3,Mar,2206-03,0.13,Unhealthy for Sensitive Groups
Beijing,2206-03-18,249,42.4,60.8,22.1,53.2,9.0,79,8,Rural,1278,2206,3,Mar,2206-03,0.63,Very Unhealthy
Delhi,2206-03-19,387,53.3,44.8,18.8,35.3,21.0,46,7,Rural,1501,2206,3,Mar,2206-03,0.47,Hazardous
London,2206-03-20,48,65.2,58.8,30.2,46.1,-3.1,81,7,Suburban,1398,2206,3,Mar,2206-03,0.5,Good
Beijing,2206-03-21,368,42.4,44.4,35.5,54.6,16.4,43,14,Urban,750,2206,3,Mar,2206-03,1.87,Hazardous
London,2206-03-22,285,55.6,76.8,28.9,54.2,25.0,41,8,Suburban,710,2206,3,Mar,2206-03,1.13,Very Unhealthy
Beijing,2206-03-23,182,44.7,52.7,47.6,25.7,21.2,22,9,Urban,536,2206,3,Mar,2206-03,1.68,Unhealthy
Mexico City,2206-03-24,269,26.4,44.3,27.3,16.7,9.0,62,5,Urban,58,2206,3,Mar,2206-03,8.62,Very Unhealthy
Mexico City,2206-03-25,392,31.4,24.7,18.9,45.1,20.9,35,7,Suburban,1479,2206,3,Mar,2206-03,0.47,Hazardous
Delhi,2206-03-26,61,47.6,44.7,37.0,39.3,-3.7,75,9,Rural,1574,2206,3,Mar,2206-03,0.57,Moderate
Delhi,2206-03-27,250,46.8,45.1,41.0,35.8,7.2,33,12,Urban,1987,2206,3,Mar,2206-03,0.6,Very Unhealthy
Delhi,2206-03-28,336,43.3,46.0,27.0,42.9,13.5,52,7,Suburban,1894,2206,3,Mar,2206-03,0.37,Hazardous
Mexico City,2206-03-29,426,41.5,50.7,20.1,50.4,26.0,21,10,Suburban,598,2206,3,Mar,2206-03,1.67,Hazardous
London,2206-03-30,250,44.4,49.2,31.1,60.6,36.3,59,10,Suburban,253,2206,3,Mar,2206-03,3.95,Very Unhealthy
Delhi,2206-03-31,64,39.5,34.2,34.1,40.5,39.6,40,9,Urban,1989,2206,3,Mar,2206-03,0.45,Moderate
Delhi,2206-04-01,42,7.9,46.2,31.9,57.0,33.9,71,9,Suburban,1707,2206,4,Apr,2206-04,0.53,Good
London,2206-04-02,494,46.3,26.2,33.8,25.1,-1.4,74,16,Suburban,416,2206,4,Apr,2206-04,3.85,Hazardous
Beijing,2206-04-03,299,14.7,44.8,36.5,53.5,10.2,33,4,Urban,1340,2206,4,Apr,2206-04,0.3,Very Unhealthy
Delhi,2206-04-04,343,48.9,62.5,20.0,59.6,20.9,59,12,Urban,1856,2206,4,Apr,2206-04,0.65,Hazardous
Delhi,2206-04-05,213,21.8,62.1,31.3,35.4,2.0,66,7,Urban,1330,2206,4,Apr,2206-04,0.53,Very Unhealthy
Delhi,2206-04-06,398,24.3,74.4,21.2,39.7,7.7,56,11,Urban,1320,2206,4,Apr,2206-04,0.83,Hazardous
Delhi,2206-04-07,294,22.1,48.6,27.3,54.0,38.9,25,4,Urban,1528,2206,4,Apr,2206-04,0.26,Very Unhealthy
Mexico City,2206-04-08,367,40.4,22.2,35.3,47.6,-3.9,84,10,Urban,1217,2206,4,Apr,2206-04,0.82,Hazardous
Delhi,2206-04-09,305,21.5,48.0,30.4,38.9,9.1,78,1,Urban,1261,2206,4,Apr,2206-04,0.08,Hazardous
Los Angeles,2206-04-10,88,47.4,75.5,2.4,43.6,14.2,68,7,Urban,1945,2206,4,Apr,2206-04,0.36,Moderate
Mexico City,2206-04-11,199,2.3,75.1,15.0,38.2,8.3,88,2,Urban,667,2206,4,Apr,2206-04,0.3,Unhealthy
Delhi,2206-04-12,363,26.1,29.0,45.7,51.9,36.9,27,6,Suburban,1493,2206,4,Apr,2206-04,0.4,Hazardous
São Paulo,2206-04-13,63,46.0,4.0,46.0,28.5,18.8,39,10,Urban,1773,2206,4,Apr,2206-04,0.56,Moderate
Cairo,2206-04-14,442,33.2,50.4,26.0,38.7,24.2,64,13,Urban,358,2206,4,Apr,2206-04,3.63,Hazardous
Tokyo,2206-04-15,314,50.9,37.2,27.0,17.3,26.0,39,8,Urban,829,2206,4,Apr,2206-04,0.97,Hazardous
Delhi,2206-04-16,202,35.8,47.0,42.1,26.5,7.2,51,8,Urban,332,2206,4,Apr,2206-04,2.41,Very Unhealthy
Mexico City,2206-04-17,494,57.4,39.4,29.4,15.5,10.2,56,10,Suburban,960,2206,4,Apr,2206-04,1.04,Hazardous
Beijing,2206-04-18,409,48.0,49.0,32.3,48.6,5.0,80,18,Urban,322,2206,4,Apr,2206-04,5.59,Hazardous
Beijing,2206-04-19,241,25.5,51.8,29.9,38.6,10.4,21,3,Urban,84,2206,4,Apr,2206-04,3.57,Very Unhealthy
Beijing,2206-04-20,350,44.5,59.5,31.3,43.8,28.6,89,6,Suburban,1911,2206,4,Apr,2206-04,0.31,Hazardous
Mexico City,2206-04-21,395,2.7,82.4,4.5,29.3,2.2,70,0,Urban,1812,2206,4,Apr,2206-04,0.0,Hazardous
Delhi,2206-04-22,272,21.2,58.9,27.2,50.2,39.5,58,6,Urban,492,2206,4,Apr,2206-04,1.22,Very Unhealthy
Beijing,2206-04-23,459,41.9,31.7,19.6,34.2,15.1,37,14,Suburban,629,2206,4,Apr,2206-04,2.23,Hazardous
Tokyo,2206-04-24,49,42.2,31.9,38.4,12.0,-1.7,51,11,Urban,204,2206,4,Apr,2206-04,5.39,Good
Mexico City,2206-04-25,319,26.2,60.5,0.5,34.7,32.3,40,5,Urban,115,2206,4,Apr,2206-04,4.35,Hazardous
Tokyo,2206-04-26,332,31.5,21.1,30.6,48.6,35.6,61,9,Urban,1607,2206,4,Apr,2206-04,0.56,Hazardous
Delhi,2206-04-27,101,41.0,17.0,37.4,45.4,30.2,82,6,Urban,1186,2206,4,Apr,2206-04,0.51,Unhealthy for Sensitive Groups
Mexico City,2206-04-28,402,29.5,68.3,38.9,43.1,2.1,75,4,Urban,1621,2206,4,Apr,2206-04,0.25,Hazardous
Mexico City,2206-04-29,333,18.8,44.1,25.5,43.9,8.3,91,6,Suburban,1603,2206,4,Apr,2206-04,0.37,Hazardous
Beijing,2206-04-30,402,44.8,23.8,31.0,54.3,0.5,36,6,Urban,1549,2206,4,Apr,2206-04,0.39,Hazardous
Delhi,2206-05-01,156,26.4,67.5,32.3,44.6,5.3,38,8,Urban,831,2206,5,May,2206-05,0.96,Unhealthy
Delhi,2206-05-02,341,48.9,10.0,33.1,36.1,31.5,29,10,Rural,249,2206,5,May,2206-05,4.02,Hazardous
Beijing,2206-05-03,91,48.2,30.1,35.4,26.9,6.4,35,6,Suburban,456,2206,5,May,2206-05,1.32,Moderate
Delhi,2206-05-04,286,50.6,42.7,7.8,28.7,16.7,69,12,Suburban,668,2206,5,May,2206-05,1.8,Very Unhealthy
Delhi,2206-05-05,328,28.3,41.6,26.5,32.9,24.0,79,7,Urban,1782,2206,5,May,2206-05,0.39,Hazardous
London,2206-05-06,400,18.0,51.9,34.8,53.9,8.4,73,6,Urban,1597,2206,5,May,2206-05,0.38,Hazardous
London,2206-05-07,350,36.7,34.2,26.6,62.4,11.3,60,7,Urban,563,2206,5,May,2206-05,1.24,Hazardous
Los Angeles,2206-05-08,147,35.7,37.5,21.0,63.2,5.0,94,3,Urban,1541,2206,5,May,2206-05,0.19,Unhealthy for Sensitive Groups
Beijing,2206-05-09,457,32.0,75.6,32.1,41.6,-4.4,74,10,Urban,1221,2206,5,May,2206-05,0.82,Hazardous
Beijing,2206-05-10,202,30.0,36.3,39.3,47.1,27.7,40,11,Suburban,1453,2206,5,May,2206-05,0.76,Very Unhealthy
Beijing,2206-05-11,353,38.1,83.2,18.0,23.5,29.0,86,4,Suburban,1170,2206,5,May,2206-05,0.34,Hazardous
Los Angeles,2206-05-12,223,35.2,58.4,30.6,35.4,28.1,29,9,Suburban,1953,2206,5,May,2206-05,0.46,Very Unhealthy
Mexico City,2206-05-13,259,38.0,33.0,21.7,34.8,-1.7,94,11,Suburban,287,2206,5,May,2206-05,3.83,Very Unhealthy
Delhi,2206-05-14,296,23.5,19.6,30.4,13.2,38.6,43,13,Urban,1538,2206,5,May,2206-05,0.85,Very Unhealthy
Beijing,2206-05-15,320,12.2,67.0,47.4,34.5,17.7,35,8,Suburban,243,2206,5,May,2206-05,3.29,Hazardous
Mexico City,2206-05-16,38,42.3,6.1,23.2,52.8,39.1,54,18,Suburban,774,2206,5,May,2206-05,2.33,Good
Mexico City,2206-05-17,488,43.2,37.0,31.5,62.0,37.9,45,5,Urban,752,2206,5,May,2206-05,0.66,Hazardous
Tokyo,2206-05-18,145,40.7,21.8,44.5,65.8,2.6,77,8,Urban,1784,2206,5,May,2206-05,0.45,Unhealthy for Sensitive Groups
Delhi,2206-05-19,303,42.3,36.9,35.6,32.2,1.3,67,7,Urban,1804,2206,5,May,2206-05,0.39,Hazardous
Los Angeles,2206-05-20,496,60.7,65.3,33.7,54.4,-3.5,32,10,Urban,254,2206,5,May,2206-05,3.94,Hazardous
Los Angeles,2206-05-21,224,39.8,74.3,42.1,31.5,21.1,75,9,Urban,339,2206,5,May,2206-05,2.65,Very Unhealthy
Los Angeles,2206-05-22,434,36.0,45.1,44.8,18.2,26.3,49,10,Suburban,416,2206,5,May,2206-05,2.4,Hazardous
Mexico City,2206-05-23,306,23.0,66.6,24.0,42.8,29.5,41,14,Urban,1369,2206,5,May,2206-05,1.02,Hazardous
Tokyo,2206-05-24,94,42.0,79.8,36.2,40.0,26.1,66,13,Urban,850,2206,5,May,2206-05,1.53,Moderate
Los Angeles,2206-05-25,364,35.9,36.9,20.7,38.3,10.7,84,14,Urban,70,2206,5,May,2206-05,20.0,Hazardous
London,2206-05-26,160,18.7,83.8,30.4,40.1,4.6,48,8,Urban,140,2206,5,May,2206-05,5.71,Unhealthy
Beijing,2206-05-27,436,33.0,67.1,8.9,72.2,34.5,66,4,Rural,1003,2206,5,May,2206-05,0.4,Hazardous
Delhi,2206-05-28,50,49.1,44.7,26.0,39.1,21.4,56,14,Urban,1645,2206,5,May,2206-05,0.85,Good
Beijing,2206-05-29,99,18.2,53.7,38.9,39.7,-0.3,41,4,Rural,1418,2206,5,May,2206-05,0.28,Moderate
Beijing,2206-05-30,268,33.0,45.5,16.1,36.3,36.6,93,3,Urban,1256,2206,5,May,2206-05,0.24,Very Unhealthy
Tokyo,2206-05-31,57,39.9,25.4,9.3,58.8,1.5,61,5,Urban,1657,2206,5,May,2206-05,0.3,Moderate
Mexico City,2206-06-01,337,26.3,27.2,27.2,17.7,2.2,82,9,Urban,173,2206,6,Jun,2206-06,5.2,Hazardous
Los Angeles,2206-06-02,236,39.9,37.6,42.0,32.3,16.8,28,8,Rural,1245,2206,6,Jun,2206-06,0.64,Very Unhealthy
Mexico City,2206-06-03,313,41.0,32.5,39.2,55.2,21.9,67,12,Urban,1293,2206,6,Jun,2206-06,0.93,Hazardous
Mexico City,2206-06-04,376,57.3,76.1,20.3,36.6,-1.1,93,11,Suburban,884,2206,6,Jun,2206-06,1.24,Hazardous
Tokyo,2206-06-05,211,14.3,63.8,29.1,31.7,25.7,33,0,Urban,1162,2206,6,Jun,2206-06,0.0,Very Unhealthy
Delhi,2206-06-06,46,59.7,75.9,27.5,28.7,8.0,38,12,Urban,673,2206,6,Jun,2206-06,1.78,Good
London,2206-06-07,389,51.1,51.6,50.1,32.5,31.1,89,12,Urban,860,2206,6,Jun,2206-06,1.4,Hazardous
London,2206-06-08,450,83.7,45.1,20.5,23.5,10.6,69,12,Suburban,666,2206,6,Jun,2206-06,1.8,Hazardous
São Paulo,2206-06-09,194,39.2,71.3,27.7,33.6,31.5,71,8,Urban,1526,2206,6,Jun,2206-06,0.52,Unhealthy
Delhi,2206-06-10,477,46.5,77.3,23.3,61.1,21.7,86,16,Urban,1767,2206,6,Jun,2206-06,0.91,Hazardous
London,2206-06-11,366,28.3,67.8,35.4,55.2,32.6,49,6,Urban,638,2206,6,Jun,2206-06,0.94,Hazardous
Delhi,2206-06-12,495,43.9,72.3,35.1,61.3,10.9,39,5,Urban,1599,2206,6,Jun,2206-06,0.31,Hazardous
Delhi,2206-06-13,404,41.3,67.2,38.9,24.5,15.7,41,5,Suburban,1612,2206,6,Jun,2206-06,0.31,Hazardous
Delhi,2206-06-14,317,16.8,0.8,9.7,10.5,36.3,56,8,Urban,673,2206,6,Jun,2206-06,1.19,Hazardous
Delhi,2206-06-15,358,20.5,81.7,24.6,38.3,7.6,80,3,Suburban,703,2206,6,Jun,2206-06,0.43,Hazardous
Delhi,2206-06-16,368,39.8,28.9,30.5,42.9,15.0,47,4,Urban,624,2206,6,Jun,2206-06,0.64,Hazardous
Tokyo,2206-06-17,5,49.5,34.4,33.8,34.5,38.8,38,1,Rural,411,2206,6,Jun,2206-06,0.24,Good
Mexico City,2206-06-18,183,45.1,4.9,16.3,17.7,36.8,60,10,Urban,873,2206,6,Jun,2206-06,1.15,Unhealthy
Mexico City,2206-06-19,185,44.1,17.9,35.2,34.7,10.0,30,9,Urban,1472,2206,6,Jun,2206-06,0.61,Unhealthy
London,2206-06-20,457,38.5,42.2,14.6,50.7,23.0,73,7,Rural,1054,2206,6,Jun,2206-06,0.66,Hazardous
Tokyo,2206-06-21,42,61.3,45.6,25.8,35.3,17.5,93,5,Urban,161,2206,6,Jun,2206-06,3.11,Good
Cairo,2206-06-22,55,48.1,75.0,32.0,39.8,26.7,32,6,Urban,66,2206,6,Jun,2206-06,9.09,Moderate
London,2206-06-23,234,24.7,42.6,23.6,55.9,37.7,74,8,Suburban,1255,2206,6,Jun,2206-06,0.64,Very Unhealthy
